monthly_income,housing_expense,food_expense,transport_expense,utilities_expense,other_expense,total_debt,num_active_loans,has_defaulted,payment_regularity,has_savings,monthly_savings,mobile_money_frequency,age,employment_type,num_dependents,total_expenses,debt_to_income_ratio,expense_ratio,savings_rate,housing_burden,discretionary_ratio,net_monthly_cash_flow,affordability_index,debt_service_ratio,savings_consistency,payment_score,mobile_money_score,employment_encoded,dependency_burden,high_debt_flag,deficit_flag,overextended_flag,housing_stress_flag,credit_score
11724.38,2049.83,3357.91,1018.16,1669.41,411.02,8423.02,1,0,always,1,2800.16,daily,36,employed,5,8506.33,0.7184,0.7255,0.2388,0.1748,0.3964,417.89,0.0356,0.0216,0.2388,1.0,1.0,3,0.4265,1,0,0,0,743
2488.04,514.05,572.51,51.85,205.29,37.66,2472.65,2,0,always,0,0.0,weekly,21,self_employed,0,1381.36,0.9938,0.5552,0.0,0.2066,0.4808,1106.68,0.4448,0.0298,0.0,1.0,0.75,2,0.0,1,0,0,0,704
800.0,165.28,155.18,5.64,78.24,65.84,1910.11,2,1,always,1,78.64,weekly,32,unemployed,3,470.18,2.3876,0.5877,0.0983,0.2066,0.5016,251.18,0.314,0.0716,0.0983,1.0,0.75,0,3.75,1,0,0,0,509
3804.45,437.54,1353.06,214.83,40.25,444.83,1631.64,2,1,always,0,0.0,weekly,58,employed,1,2490.51,0.4289,0.6546,0.0,0.115,0.5188,1313.94,0.3454,0.0129,0.0,1.0,0.75,3,0.2629,0,0,0,0,636
2654.04,238.39,883.69,244.91,301.35,208.19,842.68,1,0,always,0,0.0,daily,57,employed,4,1876.53,0.3175,0.707,0.0,0.0898,0.4637,777.51,0.293,0.0095,0.0,1.0,1.0,3,1.5071,0,0,0,0,850
1779.07,557.64,185.86,114.83,85.77,276.71,896.65,2,0,always,1,215.65,monthly,20,self_employed,2,1220.81,0.504,0.6862,0.1212,0.3134,0.5339,342.61,0.1926,0.0151,0.1212,1.0,0.4,2,1.1242,1,0,0,1,661
3153.08,323.24,348.94,158.72,121.66,259.97,797.56,0,0,sometimes,1,481.4,weekly,62,self_employed,2,1212.53,0.2529,0.3846,0.1527,0.1025,0.7482,1459.15,0.4628,0.0076,0.1527,0.5,0.75,2,0.6343,0,0,0,0,839
2553.96,1228.31,525.53,283.5,273.22,90.73,3454.24,0,0,sometimes,0,0.0,daily,52,self_employed,2,2401.29,1.3525,0.9402,0.0,0.4809,0.2063,152.67,0.0598,0.0406,0.0,0.5,1.0,2,0.7831,1,0,0,1,549
3574.8,970.06,785.55,271.07,319.74,210.56,120.58,1,0,rarely,0,0.0,monthly,30,employed,1,2556.98,0.0337,0.7153,0.0,0.2714,0.4195,1017.82,0.2847,0.001,0.0,0.0,0.4,3,0.2797,0,0,0,0,783
5089.07,996.6,932.1,826.02,346.87,146.47,600.08,1,0,always,1,708.42,monthly,20,employed,1,3248.06,0.1179,0.6382,0.1392,0.1958,0.5529,1132.59,0.2226,0.0035,0.1392,1.0,0.4,3,0.1965,0,0,0,0,850
800.0,181.54,97.15,82.33,103.01,31.22,1196.35,0,0,always,0,0.0,weekly,37,student,2,495.25,1.4954,0.6191,0.0,0.2269,0.5229,304.75,0.3809,0.0449,0.0,1.0,0.75,1,2.5,1,0,0,0,668
1504.64,683.75,522.76,7.2,63.06,19.41,1162.8,3,0,always,0,0.0,monthly,63,self_employed,1,1296.18,0.7728,0.8615,0.0,0.4544,0.1562,208.46,0.1385,0.0232,0.0,1.0,0.4,2,0.6646,1,0,1,1,578
8302.85,391.92,3067.98,693.84,327.86,2355.26,2327.25,1,0,always,0,0.0,daily,29,employed,1,6836.86,0.2803,0.8234,0.0,0.0472,0.5438,1465.99,0.1766,0.0084,0.0,1.0,1.0,3,0.1204,0,0,0,0,843
2790.93,904.13,819.52,41.74,75.53,519.3,3236.25,1,0,always,0,0.0,weekly,36,employed,2,2360.22,1.1596,0.8457,0.0,0.324,0.3553,430.71,0.1543,0.0348,0.0,1.0,0.75,3,0.7166,1,0,0,1,667
2977.66,330.8,457.63,78.07,1308.29,45.31,11772.71,3,1,sometimes,0,0.0,weekly,19,employed,4,2220.1,3.9537,0.7456,0.0,0.1111,0.2958,757.56,0.2544,0.1186,0.0,0.5,0.75,3,1.3433,1,0,1,0,474
3536.37,1003.39,248.67,409.75,92.69,26.74,791.4,0,0,rarely,0,0.0,daily,47,employed,1,1781.24,0.2238,0.5037,0.0,0.2837,0.6197,1755.13,0.4963,0.0067,0.0,0.0,1.0,3,0.2828,0,0,0,0,786
6917.68,1656.85,647.6,803.98,67.48,14.1,11330.1,3,0,always,0,0.0,monthly,19,employed,0,3190.01,1.6378,0.4611,0.0,0.2395,0.6571,3727.67,0.5389,0.0491,0.0,1.0,0.4,3,0.0,1,0,1,0,648
800.0,84.2,117.53,307.7,103.71,74.46,2174.83,0,1,sometimes,1,137.78,weekly,31,unemployed,1,687.6,2.7185,0.8595,0.1722,0.1052,0.6182,-25.38,-0.0317,0.0816,0.1722,0.5,0.75,0,1.25,1,1,0,0,319
800.0,61.91,126.59,67.71,25.15,56.95,323.81,1,0,always,0,0.0,never,28,self_employed,5,338.31,0.4048,0.4229,0.0,0.0774,0.7329,461.69,0.5771,0.0121,0.0,1.0,0.0,2,6.25,0,0,0,0,742
11363.9,3623.04,3058.01,3173.14,152.79,19.25,3027.85,2,0,rarely,1,1477.91,weekly,45,employed,5,10026.23,0.2664,0.8823,0.1301,0.3188,0.3986,-140.24,-0.0123,0.008,0.1301,0.0,0.75,3,0.44,0,1,0,1,575
5943.77,1909.09,1978.9,393.4,527.53,921.77,21970.74,1,0,sometimes,0,0.0,monthly,28,employed,3,5730.69,3.6964,0.9642,0.0,0.3212,0.2571,213.08,0.0358,0.1109,0.0,0.5,0.4,3,0.5047,1,0,0,1,586
2286.92,311.13,524.74,467.75,64.22,77.16,1990.82,0,0,always,1,322.02,daily,44,self_employed,1,1445.0,0.8705,0.6319,0.1408,0.136,0.6064,519.9,0.2273,0.0261,0.1408,1.0,1.0,2,0.4373,1,0,0,0,745
6329.54,1250.53,1850.23,127.85,133.05,459.36,507.05,4,0,sometimes,0,0.0,monthly,24,employed,3,3821.02,0.0801,0.6037,0.0,0.1976,0.4891,2508.52,0.3963,0.0024,0.0,0.5,0.4,3,0.474,0,0,1,0,772
9269.22,348.8,2187.05,579.81,1388.47,1061.59,1699.07,0,0,always,1,650.51,never,59,employed,4,5565.72,0.1833,0.6005,0.0702,0.0376,0.5766,3052.99,0.3294,0.0055,0.0702,1.0,0.0,3,0.4315,0,0,0,0,850
1348.28,721.11,160.48,144.55,88.78,9.53,615.15,1,0,always,0,0.0,daily,62,self_employed,3,1124.45,0.4562,0.834,0.0,0.5348,0.2803,223.83,0.166,0.0137,0.0,1.0,1.0,2,2.2251,1,0,0,1,687
6662.05,1691.42,865.87,943.58,25.7,495.1,373.75,1,0,sometimes,1,218.15,weekly,49,employed,2,4021.67,0.0561,0.6037,0.0327,0.2539,0.6123,2422.23,0.3636,0.0017,0.0327,0.5,0.75,3,0.3002,0,0,0,0,850
5193.66,1004.38,1076.15,116.12,1288.92,72.5,12900.59,0,0,always,0,0.0,daily,36,employed,2,3558.07,2.4839,0.6851,0.0,0.1934,0.3512,1635.59,0.3149,0.0745,0.0,1.0,1.0,3,0.3851,1,0,0,0,698
4595.36,710.31,2860.63,331.62,340.33,278.92,2370.02,1,0,always,0,0.0,daily,64,self_employed,0,4521.81,0.5157,0.984,0.0,0.1546,0.1489,73.55,0.016,0.0155,0.0,1.0,1.0,2,0.0,1,0,0,0,632
5798.91,1014.41,1740.68,1302.94,5.34,564.47,3515.5,0,0,rarely,1,745.04,daily,35,employed,2,4627.84,0.6062,0.7981,0.1285,0.1749,0.524,426.03,0.0735,0.0182,0.1285,0.0,1.0,3,0.3449,1,0,0,0,610
2510.07,131.41,555.39,121.64,73.89,87.13,2125.13,0,0,always,0,0.0,monthly,35,employed,1,969.46,0.8466,0.3862,0.0,0.0524,0.6969,1540.61,0.6138,0.0254,0.0,1.0,0.4,3,0.3984,1,0,0,0,693
2649.65,1092.2,631.14,219.21,34.75,458.09,2382.0,0,0,sometimes,1,303.27,daily,57,unemployed,1,2435.39,0.899,0.9191,0.1145,0.4122,0.3365,-89.01,-0.0336,0.027,0.1145,0.5,1.0,0,0.3774,1,1,0,1,410
800.0,302.52,86.12,68.93,86.36,43.4,6.46,4,0,always,0,0.0,weekly,47,unemployed,1,587.33,0.0081,0.7342,0.0,0.3781,0.4063,212.67,0.2658,0.0002,0.0,1.0,0.75,0,1.25,0,0,1,1,756
4829.49,1391.58,907.51,608.72,393.35,270.85,346.72,2,0,always,0,0.0,monthly,25,employed,5,3572.01,0.0718,0.7396,0.0,0.2881,0.4425,1257.48,0.2604,0.0022,0.0,1.0,0.4,3,1.0353,0,0,0,0,850
1234.08,266.42,27.91,121.81,230.05,155.96,948.78,3,0,always,0,0.0,weekly,32,self_employed,0,802.15,0.7688,0.65,0.0,0.2159,0.5751,431.93,0.35,0.0231,0.0,1.0,0.75,2,0.0,1,0,1,0,671
4070.6,1790.03,478.13,798.37,20.98,80.62,176.62,1,0,sometimes,0,0.0,weekly,39,employed,2,3168.13,0.0434,0.7783,0.0,0.4397,0.4376,902.47,0.2217,0.0013,0.0,0.5,0.75,3,0.4913,0,0,0,1,792
1543.69,557.6,192.34,146.26,18.53,340.85,1291.69,0,0,always,1,251.48,monthly,58,employed,2,1255.58,0.8368,0.8134,0.1629,0.3612,0.5022,36.63,0.0237,0.0251,0.1629,1.0,0.4,3,1.2956,1,0,0,1,683
3227.08,1144.17,1021.33,238.63,137.92,294.76,2201.18,3,0,sometimes,1,772.66,daily,23,employed,2,2836.81,0.6821,0.8791,0.2394,0.3546,0.2862,-382.39,-0.1185,0.0205,0.2394,0.5,1.0,3,0.6198,1,1,1,1,482
3324.25,314.13,1256.86,622.59,237.69,110.44,544.33,1,1,rarely,1,694.39,weekly,54,employed,1,2541.71,0.1637,0.7646,0.2089,0.0945,0.4559,88.15,0.0265,0.0049,0.2089,0.0,0.75,3,0.3008,0,0,0,0,616
1522.92,328.79,199.45,449.12,25.26,69.32,2150.22,1,0,always,0,0.0,daily,50,self_employed,0,1071.94,1.4119,0.7039,0.0,0.2159,0.6366,450.98,0.2961,0.0424,0.0,1.0,1.0,2,0.0,1,0,0,0,697
6039.37,843.48,755.69,385.91,998.33,448.77,558.71,1,0,always,1,949.31,monthly,34,employed,5,3432.18,0.0925,0.5683,0.1572,0.1397,0.5699,1657.88,0.2745,0.0028,0.1572,1.0,0.4,3,0.8279,0,0,0,0,850
3008.89,686.22,1394.24,473.36,29.87,74.05,609.27,1,0,always,1,622.34,weekly,34,self_employed,2,2657.74,0.2025,0.8833,0.2068,0.2281,0.2986,-271.19,-0.0901,0.0061,0.2068,1.0,0.75,2,0.6647,0,1,0,0,723
2831.41,310.82,1329.42,495.63,213.92,88.04,8425.2,1,0,always,0,0.0,weekly,59,unemployed,2,2437.83,2.9756,0.861,0.0,0.1098,0.3451,393.58,0.139,0.0893,0.0,1.0,0.75,0,0.7064,1,0,0,0,640
1462.26,391.14,298.88,6.21,40.69,67.39,61.38,1,1,sometimes,1,207.95,weekly,19,unemployed,3,804.31,0.042,0.55,0.1422,0.2675,0.5003,450.0,0.3077,0.0013,0.1422,0.5,0.75,0,2.0516,0,0,0,0,622
7509.81,1285.93,326.35,1843.02,1769.67,98.81,6663.01,1,0,sometimes,1,1652.31,daily,24,employed,2,5323.78,0.8872,0.7089,0.22,0.1712,0.5497,533.72,0.0711,0.0266,0.22,0.5,1.0,3,0.2663,1,0,0,0,666
1454.95,519.83,164.05,161.83,94.83,9.47,535.88,2,0,sometimes,0,0.0,monthly,19,self_employed,0,950.01,0.3683,0.653,0.0,0.3573,0.4648,504.94,0.347,0.011,0.0,0.5,0.4,2,0.0,0,0,0,1,679
6579.55,582.33,488.84,1105.65,467.92,552.06,104.11,2,0,sometimes,0,0.0,weekly,27,employed,1,3196.8,0.0158,0.4859,0.0,0.0885,0.7661,3382.75,0.5141,0.0005,0.0,0.5,0.75,3,0.152,0,0,0,0,850
17562.77,5301.36,1402.74,1925.28,2480.31,173.29,730.91,1,0,always,1,2684.49,weekly,63,self_employed,3,11282.98,0.0416,0.6424,0.1529,0.3019,0.4771,3595.3,0.2047,0.0012,0.1529,1.0,0.75,2,0.1708,0,0,0,1,850
3648.69,1292.78,882.53,813.03,151.53,55.62,461.13,1,0,rarely,0,0.0,weekly,54,self_employed,1,3195.49,0.1264,0.8758,0.0,0.3543,0.3623,453.2,0.1242,0.0038,0.0,0.0,0.75,2,0.2741,0,0,0,1,713
3845.14,1451.13,465.5,280.12,519.89,164.99,1599.28,1,0,always,1,491.29,daily,44,self_employed,3,2881.63,0.4159,0.7494,0.1278,0.3774,0.3663,472.22,0.1228,0.0125,0.1278,1.0,1.0,2,0.7802,0,0,0,1,757
8080.17,2573.34,798.94,104.25,45.3,242.64,1968.55,3,0,always,1,611.82,daily,21,employed,1,3764.47,0.2436,0.4659,0.0757,0.3185,0.577,3703.88,0.4584,0.0073,0.0757,1.0,1.0,3,0.1238,0,0,1,1,809
2090.89,1158.8,439.04,178.87,69.55,90.68,1346.7,0,0,sometimes,0,0.0,monthly,43,employed,3,1936.94,0.6441,0.9264,0.0,0.5542,0.2025,153.95,0.0736,0.0193,0.0,0.5,0.4,3,1.4348,1,0,0,1,566
1325.66,455.46,228.11,57.46,7.19,164.5,72.61,1,0,always,0,0.0,weekly,32,employed,2,912.72,0.0548,0.6885,0.0,0.3436,0.4789,412.94,0.3115,0.0016,0.0,1.0,0.75,3,1.5087,0,0,0,1,850
1470.79,556.7,118.1,228.76,95.5,140.86,1224.13,0,0,sometimes,0,0.0,daily,34,self_employed,1,1139.92,0.8323,0.775,0.0,0.3785,0.4763,330.87,0.225,0.025,0.0,0.5,1.0,2,0.6799,1,0,0,1,651
3435.71,592.84,49.59,1340.03,108.76,611.95,508.1,2,0,always,1,416.06,weekly,37,employed,1,2703.17,0.1479,0.7868,0.1211,0.1726,0.7814,316.48,0.0921,0.0044,0.1211,1.0,0.75,3,0.2911,0,0,0,0,850
3401.07,563.21,561.3,75.38,79.67,48.58,5092.75,1,0,always,1,405.8,monthly,41,self_employed,3,1328.14,1.4974,0.3905,0.1193,0.1656,0.6459,1667.13,0.4902,0.0449,0.1193,1.0,0.4,2,0.8821,1,0,0,0,689
800.0,220.7,143.85,43.67,5.75,12.42,942.18,0,0,always,0,0.0,monthly,56,unemployed,3,426.39,1.1777,0.533,0.0,0.2759,0.5371,373.61,0.467,0.0353,0.0,1.0,0.4,0,3.75,1,0,0,0,606
1095.08,149.07,66.6,315.66,10.03,122.11,101.82,1,0,always,0,0.0,weekly,20,self_employed,2,663.47,0.093,0.6059,0.0,0.1361,0.7939,431.61,0.3941,0.0028,0.0,1.0,0.75,2,1.8264,0,0,0,0,850
2300.25,428.95,788.06,72.14,449.73,158.43,557.88,0,0,always,0,0.0,daily,52,employed,3,1897.31,0.2425,0.8248,0.0,0.1865,0.2754,402.94,0.1752,0.0073,0.0,1.0,1.0,3,1.3042,0,0,0,0,806
4525.56,1795.24,631.98,196.68,157.67,92.94,895.89,1,0,always,1,564.19,daily,40,employed,0,2874.51,0.198,0.6352,0.1247,0.3967,0.4288,1086.86,0.2402,0.0059,0.1247,1.0,1.0,3,0.0,0,0,0,1,850
800.0,160.37,187.22,9.75,12.11,99.45,181.5,0,1,rarely,0,0.0,weekly,22,unemployed,4,468.9,0.2269,0.5861,0.0,0.2005,0.5504,331.1,0.4139,0.0068,0.0,0.0,0.75,0,5.0,0,0,0,0,499
4011.33,480.48,1288.18,514.08,396.0,428.92,13419.97,1,0,sometimes,0,0.0,daily,48,employed,3,3107.66,3.3455,0.7747,0.0,0.1198,0.4604,903.67,0.2253,0.1004,0.0,0.5,1.0,3,0.7479,1,0,0,0,653
8971.14,3896.94,2499.04,687.03,902.26,88.78,25.74,4,0,always,0,0.0,daily,42,employed,2,8074.05,0.0029,0.9,0.0,0.4344,0.1865,897.09,0.1,0.0001,0.0,1.0,1.0,3,0.2229,0,0,1,1,791
6476.55,1083.46,846.55,1622.5,28.1,475.62,3359.62,1,0,always,0,0.0,weekly,45,employed,4,4056.23,0.5187,0.6263,0.0,0.1673,0.6977,2420.32,0.3737,0.0156,0.0,1.0,0.75,3,0.6176,1,0,0,0,713
1894.97,342.12,90.79,133.58,210.9,25.05,32.87,0,0,always,0,0.0,monthly,41,self_employed,1,802.44,0.0173,0.4235,0.0,0.1805,0.6603,1092.53,0.5765,0.0005,0.0,1.0,0.4,2,0.5277,0,0,0,0,850
1717.92,431.67,225.86,105.66,25.77,32.3,451.26,1,0,always,0,0.0,never,24,student,1,821.26,0.2627,0.4781,0.0,0.2513,0.6023,896.66,0.5219,0.0079,0.0,1.0,0.0,1,0.5821,0,0,0,0,796
1256.12,145.87,236.91,228.21,9.71,28.9,44.12,1,0,always,1,54.81,daily,34,self_employed,4,649.6,0.0351,0.5171,0.0436,0.1161,0.6875,551.71,0.4392,0.0011,0.0436,1.0,1.0,2,3.1844,0,0,0,0,850
2108.41,204.49,433.1,499.07,21.54,96.47,3086.16,1,0,always,1,346.1,daily,61,self_employed,5,1254.67,1.4637,0.5951,0.1642,0.097,0.6874,507.64,0.2408,0.0439,0.1642,1.0,1.0,2,2.3715,1,0,0,0,746
1949.16,459.17,456.99,484.22,72.18,23.2,676.27,3,1,always,1,333.95,monthly,64,self_employed,5,1495.76,0.347,0.7674,0.1713,0.2356,0.4929,119.45,0.0613,0.0104,0.1713,1.0,0.4,2,2.5652,0,0,1,0,624
9720.97,3325.97,1030.44,2500.24,320.82,92.55,24.46,1,0,sometimes,1,1325.85,daily,26,employed,2,7270.02,0.0025,0.7479,0.1364,0.3421,0.5189,1125.1,0.1157,0.0001,0.1364,0.5,1.0,3,0.2057,0,0,0,1,796
5307.97,1422.2,2126.49,479.22,48.26,580.03,6816.3,0,0,always,0,0.0,daily,43,employed,3,4656.2,1.2842,0.8772,0.0,0.2679,0.3223,651.77,0.1228,0.0385,0.0,1.0,1.0,3,0.5652,1,0,0,0,676
2506.11,1120.11,668.21,117.74,35.31,329.86,2696.78,0,0,always,0,0.0,monthly,51,self_employed,1,2271.23,1.0761,0.9063,0.0,0.447,0.2723,234.88,0.0937,0.0323,0.0,1.0,0.4,2,0.399,1,0,0,1,611
4058.13,1648.22,294.98,313.19,17.26,360.94,1092.07,4,0,rarely,1,177.89,monthly,19,employed,3,2634.59,0.2691,0.6492,0.0438,0.4062,0.5169,1245.65,0.307,0.0081,0.0438,0.0,0.4,3,0.7393,0,0,1,1,680
997.48,185.06,59.13,201.75,16.21,112.18,270.59,1,0,always,0,0.0,weekly,48,student,2,574.33,0.2713,0.5758,0.0,0.1855,0.7389,423.15,0.4242,0.0081,0.0,1.0,0.75,1,2.0051,0,0,0,0,829
1104.35,42.22,102.85,25.78,31.91,14.72,694.43,1,0,always,0,0.0,monthly,37,student,3,217.48,0.6288,0.1969,0.0,0.0382,0.8397,886.87,0.8031,0.0189,0.0,1.0,0.4,1,2.7165,1,0,0,0,633
3527.94,781.13,1089.9,242.56,111.36,518.15,668.7,2,0,always,0,0.0,monthly,31,self_employed,1,2743.1,0.1895,0.7775,0.0,0.2214,0.4381,784.84,0.2225,0.0057,0.0,1.0,0.4,2,0.2835,0,0,0,0,850
1624.43,299.3,289.16,196.25,356.5,138.41,1118.19,2,0,always,1,111.12,monthly,52,employed,2,1279.62,0.6884,0.7877,0.0684,0.1842,0.4183,233.69,0.1439,0.0207,0.0684,1.0,0.4,3,1.2312,1,0,0,0,684
4676.94,1617.59,1073.27,136.73,33.73,1202.61,3076.95,1,0,rarely,1,285.57,weekly,41,employed,5,4063.93,0.6579,0.8689,0.0611,0.3459,0.4174,327.44,0.07,0.0197,0.0611,0.0,0.75,3,1.0691,1,0,0,1,531
1435.92,339.04,82.05,127.06,99.11,38.46,95.34,2,0,always,0,0.0,never,61,self_employed,1,685.72,0.0664,0.4775,0.0,0.2361,0.6377,750.2,0.5225,0.002,0.0,1.0,0.0,2,0.6964,0,0,0,0,844
7595.97,2237.38,2101.58,605.53,630.69,658.27,1278.46,0,0,always,1,355.16,never,61,employed,1,6233.45,0.1683,0.8206,0.0468,0.2945,0.3458,1007.36,0.1326,0.005,0.0468,1.0,0.0,3,0.1316,0,0,0,0,843
4350.0,1295.45,1461.89,1115.87,60.03,169.05,3019.96,0,0,always,1,896.77,weekly,31,employed,2,4102.29,0.6942,0.9431,0.2062,0.2978,0.3523,-649.06,-0.1492,0.0208,0.2062,1.0,0.75,3,0.4598,1,1,0,0,590
3295.43,571.03,1160.72,503.68,469.76,162.34,10.49,0,0,sometimes,1,314.32,daily,21,self_employed,4,2867.53,0.0032,0.8702,0.0954,0.1733,0.332,113.58,0.0345,0.0001,0.0954,0.5,1.0,2,1.2138,0,0,0,0,788
800.0,188.65,143.3,27.21,201.05,94.81,1219.88,0,0,sometimes,1,193.85,weekly,40,student,2,655.02,1.5248,0.8188,0.2423,0.2358,0.3338,-48.87,-0.0611,0.0457,0.2423,0.5,0.75,1,2.5,1,1,0,0,470
6793.11,233.59,2264.74,599.75,513.96,145.25,7540.97,2,1,rarely,0,0.0,weekly,64,self_employed,0,3757.29,1.1101,0.5531,0.0,0.0344,0.5566,3035.82,0.4469,0.0333,0.0,0.0,0.75,2,0.0,1,0,0,0,409
1476.94,107.06,512.15,340.29,8.08,34.05,2100.43,1,0,always,0,0.0,never,43,employed,4,1001.63,1.4221,0.6782,0.0,0.0725,0.5753,475.31,0.3218,0.0427,0.0,1.0,0.0,3,2.7083,1,0,0,0,652
16219.35,4387.6,2395.49,2309.43,268.47,583.39,13288.87,1,0,always,1,3122.83,monthly,59,self_employed,3,9944.38,0.8193,0.6131,0.1925,0.2705,0.5652,3152.14,0.1943,0.0246,0.1925,1.0,0.4,2,0.185,1,0,0,0,704
4286.92,1054.58,684.04,309.47,184.39,1074.55,7063.89,1,0,always,1,664.27,daily,22,self_employed,3,3307.03,1.6478,0.7714,0.155,0.246,0.5514,315.62,0.0736,0.0494,0.155,1.0,1.0,2,0.6998,1,0,0,0,699
800.0,73.08,223.78,339.0,3.77,46.02,2691.51,1,0,always,0,0.0,weekly,55,unemployed,7,685.65,3.3644,0.8571,0.0,0.0913,0.6242,114.35,0.1429,0.1009,0.0,1.0,0.75,0,8.75,1,0,0,0,567
1575.09,233.23,210.02,142.22,29.86,201.99,88.56,2,0,always,0,0.0,daily,53,student,3,817.32,0.0562,0.5189,0.0,0.1481,0.6996,757.77,0.4811,0.0017,0.0,1.0,1.0,1,1.9047,0,0,0,0,850
3509.47,344.64,407.95,385.84,114.24,198.23,2247.65,5,0,sometimes,1,163.42,weekly,43,self_employed,0,1450.9,0.6405,0.4134,0.0466,0.0982,0.753,1895.15,0.54,0.0192,0.0466,0.5,0.75,2,0.0,1,0,1,0,619
800.0,89.32,109.26,149.07,93.48,111.63,15.56,1,1,rarely,0,0.0,daily,39,unemployed,3,552.76,0.0194,0.6909,0.0,0.1116,0.6349,247.24,0.3091,0.0006,0.0,0.0,1.0,0,3.75,0,0,0,0,549
7772.21,1572.14,1877.49,550.94,1385.04,1176.25,3592.13,1,0,always,1,472.24,monthly,47,self_employed,2,6561.86,0.4622,0.8443,0.0608,0.2023,0.378,738.11,0.095,0.0139,0.0608,1.0,0.4,2,0.2573,1,0,0,0,695
5438.94,656.87,501.35,474.05,388.44,318.75,824.87,1,0,sometimes,0,0.0,never,29,employed,0,2339.46,0.1517,0.4301,0.0,0.1208,0.7156,3099.48,0.5699,0.0045,0.0,0.5,0.0,3,0.0,0,0,0,0,828
3301.99,215.82,1334.79,561.92,74.38,313.99,2231.08,1,0,always,1,510.75,weekly,24,employed,1,2500.9,0.6757,0.7574,0.1547,0.0654,0.5079,290.34,0.0879,0.0203,0.1547,1.0,0.75,3,0.3028,1,0,0,0,720
2073.85,619.78,246.91,381.69,347.04,178.12,680.82,2,0,always,0,0.0,daily,56,employed,2,1773.54,0.3283,0.8552,0.0,0.2989,0.4147,300.31,0.1448,0.0098,0.0,1.0,1.0,3,0.9644,0,0,0,0,848
6514.11,3062.21,2211.49,463.08,147.58,135.72,2438.06,1,0,always,1,1187.08,daily,33,employed,2,6020.08,0.3743,0.9242,0.1822,0.4701,0.1678,-693.05,-0.1064,0.0112,0.1822,1.0,1.0,3,0.307,0,1,0,1,664
2745.94,817.51,937.71,315.57,254.64,17.24,2286.0,0,0,always,1,55.82,weekly,58,self_employed,2,2342.67,0.8325,0.8531,0.0203,0.2977,0.2681,347.45,0.1265,0.025,0.0203,1.0,0.75,2,0.7283,1,0,0,0,676
15628.19,939.3,6649.77,2446.4,545.01,1289.24,1920.24,2,0,sometimes,0,0.0,monthly,50,self_employed,3,11869.72,0.1229,0.7595,0.0,0.0601,0.4795,3758.47,0.2405,0.0037,0.0,0.5,0.4,2,0.192,0,0,0,0,795
1846.25,284.62,427.87,298.06,49.98,195.38,1.99,2,0,rarely,0,0.0,monthly,40,employed,4,1255.91,0.0011,0.6802,0.0,0.1542,0.587,590.34,0.3198,0.0,0.0,0.0,0.4,3,2.1666,0,0,0,0,751
3443.02,508.09,1286.49,866.76,160.11,89.08,1710.96,1,0,always,1,615.13,weekly,23,employed,2,2910.53,0.4969,0.8453,0.1787,0.1476,0.4323,-82.64,-0.024,0.0149,0.1787,1.0,0.75,3,0.5809,1,1,0,0,643
7090.61,1337.87,286.63,1377.8,101.7,100.68,2692.23,1,0,always,0,0.0,never,55,employed,0,3204.68,0.3797,0.452,0.0,0.1887,0.7566,3885.93,0.548,0.0114,0.0,1.0,0.0,3,0.0,0,0,0,0,779
800.0,298.67,143.08,135.24,23.11,16.81,485.57,1,1,rarely,0,0.0,weekly,25,self_employed,2,616.91,0.607,0.7711,0.0,0.3733,0.4189,183.09,0.2289,0.0182,0.0,0.0,0.75,2,2.5,1,0,0,1,394
5583.01,1617.14,750.1,218.86,176.26,517.14,2454.27,1,1,sometimes,0,0.0,daily,64,employed,0,3279.5,0.4396,0.5874,0.0,0.2897,0.5444,2303.51,0.4126,0.0132,0.0,0.5,1.0,3,0.0,1,0,0,0,557
11140.81,2620.69,2594.23,1264.41,1448.52,98.51,5828.15,2,0,always,1,1597.81,never,63,employed,3,8026.36,0.5231,0.7204,0.1434,0.2352,0.4019,1516.64,0.1361,0.0157,0.1434,1.0,0.0,3,0.2693,1,0,0,0,719
800.0,293.47,69.97,14.72,50.0,20.9,800.63,0,0,always,1,46.68,weekly,40,unemployed,2,449.06,1.0008,0.5613,0.0583,0.3668,0.4832,304.26,0.3803,0.03,0.0583,1.0,0.75,0,2.5,1,0,0,1,654
9377.14,1356.95,3647.85,2586.49,196.13,379.32,8789.46,2,0,rarely,1,1760.93,daily,18,employed,1,8166.74,0.9373,0.8709,0.1878,0.1447,0.4454,-550.53,-0.0587,0.0281,0.1878,0.0,1.0,3,0.1066,1,1,0,0,471
2709.85,117.7,1991.98,124.68,147.67,83.42,2956.62,0,1,rarely,1,556.31,daily,49,self_employed,2,2465.45,1.0911,0.9098,0.2053,0.0434,0.167,-311.91,-0.1151,0.0327,0.2053,0.0,1.0,2,0.738,1,1,0,0,300
5268.84,762.29,860.88,770.44,115.11,1880.89,1782.15,1,0,always,0,0.0,monthly,54,self_employed,2,4389.61,0.3382,0.8331,0.0,0.1447,0.6701,879.23,0.1669,0.0101,0.0,1.0,0.4,2,0.3796,0,0,0,0,818
800.0,205.22,140.23,61.73,24.16,44.93,152.05,3,0,always,0,0.0,daily,48,unemployed,4,476.27,0.1901,0.5953,0.0,0.2565,0.538,323.73,0.4047,0.0057,0.0,1.0,1.0,0,5.0,0,0,1,0,811
